,molecule_chembl_id,valor_bioactividad,canonical_smiles,Peso_Molecular,LogP,Num_Donadores_H,Num_Aceptores,pIC50
80,CHEMBL815215,activo,CCC(C)CNCCCNCCCCCCCNCCCNCC(C)CC,384.6970000000002,4.1677000000000035,4.0,4.0,7.508638306165727
81,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCCCC=C1CCCCC1,333.40900000000016,3.2550000000000017,0.0,4.0,4.0
82,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCOc1ccc2ccccc2c1,353.355,2.4263999999999992,0.0,5.0,4.0
83,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])Oc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)CCOCC1,435.5010000000004,3.495000000000002,0.0,5.0,4.0
84,CHEMBL703845,inactivo,CCCCCCCCCCCCCCC1CCC(OCCOP(=O)([O-])OCC[N+](C)(C)C)CC1,505.72100000000034,6.860800000000008,0.0,5.0,4.632644078973981
85,CHEMBL815215,inactivo,N[C@H]1C=CC(NCCCNCC2CC2)C1,209.33699999999996,0.6214999999999997,3.0,3.0,4.0
86,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCOC2CCCCC2)CCCCC1,349.40800000000024,2.4677999999999995,0.0,5.0,4.0
87,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCC=C2C3CC4CC(C3)CC2C4)CCOCC1,427.5220000000004,3.5176000000000025,0.0,5.0,4.0
88,CHEMBL815215,inactivo,CCNCCCNCC1CCCC(N)CC1,227.39599999999993,1.4831999999999996,3.0,3.0,4.0
89,CHEMBL815215,activo,CCNCCCNCCCCCCCNCCCNC[C@@H](C)CC,342.61600000000004,3.1415000000000015,4.0,4.0,6.508638306165727
90,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCC=C2C3CC4CC(C3)CC2C4)CCCCC1,425.5500000000004,4.671300000000004,0.0,4.0,4.0
91,CHEMBL815215,inactivo,CCNCCCNCCCNCCCNCC,244.42699999999996,0.5549000000000015,4.0,4.0,4.0
92,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCOc2ccc3ccccc3c2)CCOCC1,395.3920000000002,2.196999999999999,0.0,6.0,4.0
93,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCC=C2CCCCC2)CCCCC1,373.47400000000033,4.179300000000003,0.0,4.0,4.0
94,CHEMBL815215,inactivo,CCNCCCNCCCCCCCNCCCNCC1CCCCCC1,382.6810000000002,4.065800000000002,4.0,4.0,4.7447274948966935
95,CHEMBL703845,inactivo,CCCCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+](C)(C)C)CC1,531.7590000000002,7.5611000000000095,0.0,5.0,4.673869043289205
96,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2C3CC4CC(C3)CC2C4)CCCCC1,509.7120000000005,7.011900000000008,0.0,4.0,4.646276062411051
97,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCC=C2CCCCC2)CCOCC1,375.4460000000003,3.0256000000000016,0.0,5.0,4.0
98,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2CCCCC2)CCCCC1,457.6360000000005,6.519900000000007,0.0,4.0,4.3223930472795065
99,CHEMBL703845,inactivo,CCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCCCC2)CC1,543.7700000000002,7.705200000000009,0.0,5.0,4.943095148663527
100,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCOc2ccccc2)CCOCC1,345.33200000000016,1.043799999999999,0.0,6.0,4.0
101,CHEMBL815215,inactivo,c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1,424.67700000000013,4.475900000000003,4.0,4.0,4.838631997765025
102,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCOc1ccccc1,303.29499999999996,1.2731999999999992,0.0,5.0,4.0
103,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCCCCCOc1ccccc1,359.403,2.8335999999999997,0.0,5.0,4.0
104,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCCCOc2ccccc2)CCOCC1,401.44000000000017,2.6042000000000005,0.0,6.0,4.0
105,CHEMBL703845,inactivo,CCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCCCC2)CC1,515.7160000000003,6.925000000000008,0.0,5.0,4.636952405478906
106,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCOC1CCCCC1,309.3430000000001,1.5434999999999994,0.0,5.0,4.0
107,CHEMBL703845,inactivo,CCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCOCC2)CC1,517.6880000000003,5.771300000000006,0.0,6.0,4.783570169123749
108,CHEMBL815215,inactivo,CCNCCCNC1C=CC(N)CCC1,211.35299999999995,1.0116,3.0,3.0,4.0
109,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCC12CC3CC(CC(C3)C1)C2,331.3930000000001,2.4105999999999996,0.0,4.0,4.0
110,CHEMBL815215,inactivo,C(CNCC1CC1)CNCC1CCCC(CNCCCNCC2CC2)C1,364.6220000000002,2.751400000000001,4.0,4.0,4.136677139879544
111,CHEMBL815215,activo,c1ccc(-c2ccccc2CNCCCNCCCCCCCNCCCNCc2ccccc2-c2ccccc2)cc1,576.8730000000004,7.809900000000008,4.0,4.0,6.619788758288394
112,CHEMBL703845,inactivo,C[N+](C)(C)CCOP(=O)([O-])OCCCCC=C1C2CC3CC(C2)CC1C3,385.4850000000002,3.7470000000000026,0.0,4.0,4.0
113,CHEMBL815215,inactivo,COc1ccccc1CNCCCNCCCCCCCNCCCNCc1ccccc1OC,484.72900000000027,4.493100000000003,4.0,6.0,4.657577319177793
114,CHEMBL703845,inactivo,CCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCOCC2)CC1,545.7420000000002,6.551500000000008,0.0,6.0,4.809668301829708
115,CHEMBL703845,inactivo,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,407.57600000000014,5.675500000000006,0.0,4.0,4.646660904688695
116,CHEMBL703845,inactivo,C[N+]1(CCOP(=O)([O-])OCCCCCCCCCCC=C2CCCCC2)CCOCC1,459.60800000000046,5.366200000000005,0.0,5.0,4.642065152999546
117,CHEMBL815215,activo,C(CCCNCCCNCC1CCCCCC1)CCCNCCCNCC1CCCCCC1,464.8270000000004,6.016300000000005,4.0,4.0,6.903089986991944
118,CHEMBL820654,inactivo,CCCCCC(P(=O)(O)O)P(=O)(O)O,246.136,1.2481999999999998,4.0,2.0,4.154901959985743
119,CHEMBL820654,inactivo,CCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,304.216,1.7385000000000006,5.0,3.0,4.154901959985743
120,CHEMBL820654,inactivo,CCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,330.2980000000001,4.6448000000000045,0.0,6.0,4.154901959985743
121,CHEMBL820654,inactivo,CCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,386.4060000000002,6.205200000000008,0.0,6.0,4.301029995663981
122,CHEMBL820654,inactivo,CCCCCCCCCC(P(=O)(O)O)P(=O)(O)O,302.244,2.808600000000003,4.0,2.0,4.154901959985743
123,CHEMBL820654,inactivo,CCCCCCCCC(P(=O)(O)O)P(=O)(O)O,288.217,2.4185000000000025,4.0,2.0,4.154901959985743
124,CHEMBL820654,inactivo,CCCC(O)(P(=O)(O)O)P(=O)(O)O,234.081,-0.21200000000000024,5.0,3.0,4.154901959985743
125,CHEMBL820654,inactivo,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,262.135,0.5681999999999996,5.0,3.0,4.154901959985743
126,CHEMBL878642,inactivo,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,276.162,0.9582999999999999,5.0,3.0,4.154901959985743
127,CHEMBL820654,inactivo,CCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,290.189,1.3484000000000012,5.0,3.0,4.154901959985743
128,CHEMBL820654,inactivo,CCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,344.3250000000001,5.034900000000005,0.0,6.0,4.154901959985743
129,CHEMBL820654,inactivo,CCCCCCCC(P(=O)(O)O)P(=O)(O)O,274.19,2.0284000000000013,4.0,2.0,4.154901959985743
130,CHEMBL878642,inactivo,CCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,374.351,3.6890000000000063,5.0,3.0,4.154901959985743
131,CHEMBL820654,inactivo,CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,318.24300000000005,2.128600000000002,5.0,3.0,4.154901959985743
132,CHEMBL878642,inactivo,CCOP(=O)(OCC)C(CC)P(=O)(OCC)OCC,316.2710000000001,4.254700000000003,0.0,6.0,4.154901959985743
133,CHEMBL820654,inactivo,CCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,358.35200000000015,5.425000000000005,0.0,6.0,4.301029995663981
134,CHEMBL820654,inactivo,CCCCC(P(=O)(O)O)P(=O)(O)O,232.109,0.8580999999999996,4.0,2.0,4.154901959985743
135,CHEMBL820654,inactivo,CCCCCCCCC(P(=O)(OCC)OCC)P(=O)(OCC)OCC,400.43300000000016,6.595300000000008,0.0,6.0,4.301029995663981
